Label,Brand,Name,Price,Rank,Ingredients,Combination,Dry,Normal,Oily,Sensitive
Sun protect,CLINIQUE,Super City Block Oil-Free Daily Face Protector Broad Spectrum 40 SPF,26,4.2,"Octinoxate 7.50% , Octisalate 2.00% , Titanium Dioxide 7.30% , Zinc Oxide 9.60%Water , Trioctyldodecyl Citrate , Butylene Glycol , Dimethicone , Octyldodecyl Neopentanoate , Steareth-2 , Silica , Rosa Roxburghii Fruit Extract , Citrus Unshiu Peel Extract , Porphyra Yezoensis (Algae) Extract , Glycyrrhiza Glabra (Licorice) Root Extract , Saccharomyces Lysate Extract , Cucumis Sativus (Cucumber) Fruit Extract , Betula Alba (Birch) Bark Extract , Hordeum Vulgare (Barley) Extract/Extrait D'Orge , Rosmarinus Officinalis (Rosemary) Leaf Extract , Helianthus Annuus (Sunflower) Seedcake , Gentiana Lutea (Gentian) Root Extract , Yeast Extract/Faex/Extrait De Levure , Sodium Rna , Magnesium Ascorbyl Phosphate , Dipotassium Glycyrrhizate , Tocopheryl Acetate , Pantethine , Squalane , Polyglyceryl-6 Polyricinoleate , Propylene Glycol Dicaprate , Chamomilla Recutita (Matricaria) , Hexylene Glycol , Peg/Ppg-18/18 Dimethicone , Caprylyl Glycol , Barium Sulfate , Polyethylene , Magnesium Aluminum Silicate , Lecithin , Ceteth-2 , Peg-40 Stearate , Sodium Stearate , Steareth-20 , Sorbitan Tristearate , Isopropyl Titanium Triisostearate , Xanthan Gum , Stearic Acid , Aluminum Hydroxide , Citric Acid , Disodium Edta , Bht , Phenoxyethanol , Mica , Iron Oxides (Ci 77491, Ci 77492, Ci 77499) , Titanium Dioxide (Ci 77891)",0,0,0,0,0
Moisturizer,ORIGINS,A Perfect World™ SPF 40 Age-Defense Moisturizer with White Tea,45,3.5,"Avobenzone 3.0%, Homosalate 8.0%, Octinoxate 7.5%, Octisalate 4.5%, Octocrylene 5.0%Water, Butylene Glycol, Glycerin, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Polyethylene, Citrus Aurantium Bergamia (Bergamot) Fruit Oil*, Citrus Limon (Lemon) Peel Oil*, Citrus Aurantium Dulcis (Orange) Oil*, Cinnamomum Camphora (Camphor) Bark Oil*, Mentha Viridis (Spearmint) Leaf Oil*, Magnolia Acuminata Flower Extract, Iris Pallida Root Extract, Rosa Damascena Extract, Citral, Linalool, Limonene, Cetyl Alcohol, Glyceryl Stearate, Peg-100 Stearate, Peg-6, Vaccinium Angustifolium (Blueberry) Fruit Extract, Vaccinium Macrocarpon (Cranberry) Fruit Extract, Solanum Tuberosum (Potato) Pulp Extract, Lycium Chinense (Wolfberry) Fruit Extract, Eriobotrya Japonica (Loquat) Leaf Extract, Passiflora Incarnata Flower Extract, Leontopodium Alpinum Extract, Betula Alba (Birch) Bark Extract, Camellia Sinensis (White Tea) Leaf Extract, Boswellia Serrata Extract, Sigesbeckia Orientalis (St. Paul'S Wort) Extract, Thermus Thermophillus Ferment, Hordeum Vulgare (Barley) Extract/Extrait D'Orge, Triticum Vulgare (Wheat) Germ Extract, Saccharomyces Lysate Extract, Lythrum Salicaria Extract, Yeast Extract/Faex/Extrait De Levure, Algae Extract, Oryzanol, Squalane, Ethylhexylglycerin, Trehalose, Steareth-21, Ergothioneine, Sodium Hyaluronate, Vp/Eicosene Copolymer, Nylon-12, Caprylyl Glycol, Sodium Pca, Sodium Dehydroacetate, Tocopheryl Acetate, Urea, Ascorbyl Tocopheryl Maleate, Citric Acid, Polyquaternium-51, Hexylene Glycol, Lecithin, Sodium Phytate, Bht, Mica, Phenoxyethanol * Essential Oil Please be aware that ingredient lists may change or vary from time to time.� Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",1,1,1,1,1
Cleanser,PERRICONE MD,No:Rinse Intensive Pore Minimizing Toner,45,4.3,"Water, Dimethyl MEA, Glycerin, SD Alcohol 40-B,Magnesium Aspartate, Zinc Gluconate, Phosphatidylcholine, Phenoxyethanol,Caprylyl Glycol, Ethoxydiglycol, Salicylic Acid, Acetyl Tyrosine, ThiocticAcid, Polysorbate 20, Copper Complex Gluconate, Butylene Glycol, Fragrance/Parfum,Sorbic Acid, Sodium Hyaluronate, Tetrapeptide-21, Linalool.",1,1,1,1,1
Face Mask,BOBBI BROWN,Radiance Boost Walnut Grain & Orange Oil Exfoliating Face Mask,51,4.4,"Water, Alumina, Caprylic/Capric Triglyceride, Glyceryl Stearate, Butylene Glycol, Peg-100 Stearate, Beeswax/Cera Alba/Cire D'Abeille, Butyrospermum Parkii (Shea Butter), Cetyl Alcohol, Glycerin, Camellia Sinensis Leaf Extract, Citrus Aurantium Dulcis (Orange) Peel Oil, Sodium Hyaluronate, Juglans Regia (Walnut) Shell Powder, Caffeine, Algae Extract, Panthenol, Steareth-20, Caprylyl Glycol, Biosaccharide Gum - 1, Stearyl Alcohol, Tocopheryl Acetate, Carbomer, Sodium Hydroxide, Hexylene Glycol, Disodium Edta, Phenoxyethanol",0,0,0,0,0
Treatment,KATE SOMERVILLE,Breakout Fighters,55,4.0,"Water, Sodium Cocoyl Isethionate, Coco-Glucoside, Sulfur, Acrylates Copolymer, Coconut Alcohol, Glycereth-18 Ethylhexanoate, Glycereth-18, Stearyl Alcohol, Mel Extract/Honey Extract/Extrait de Miel, Oryza Sativa (Rice) Bran Extract, Avena Sativa (Oat) Kernel Extract, Oligopeptide-10, Boswellia Serrata Extract, Behenyl Alcohol, Glycerin, Xanthan Gum, Caprylyl Glycol, Hexylene Glycol, Butylene Glycol, Phenoxyethanol, Parfum/Fragrance, Citric Acid, Sodium Hydroxide, Ethylhexylglycerin, Disodium EDTA, Disodium Carboxyethyl Siliconate, Linalool, Potassium Sorbate, Sodium Benzoate , CI 77891 (Titanium Dioxide), CI 77491 (Iron Oxides)",1,1,1,1,1
Sun protect,COOLA,Mineral Face SPF 30 - Cucumber Matte,36,4.4,"Aluminum Hydroxide, Butyrospermum Parkii (Organic Shea Butter), Cucumis Sativus (Organic Cucumber) Fruit Extract, Cyclopentasiloxane, Dimethicone Crosspolymer, Glycerin (Organic), Hydrogen Dimethicone, Isopropyl Myristate, Linum Usitatissimum (Organic Linseed) Seed Oil, Oenothera Biennis (Organic Evening Primrose) Oil, Plankton Extract, Polyamide-5, Polysilicone-11, Propylene Carbonate, Rosa Canina (Organic Rose Hip) Fruit Oil, Silica Silylate, Stearalkonium Hectorite.",1,0,1,1,1
Treatment,ESTÉE LAUDER,Enlighten Dark Spot Correcting Night Serum,98,4.0,"Enlighten Dark Spot Corr Night Srm Division: El (Estee Lauder)Ingredients: Water , Dimethicone , Isododecane , Polysilicone-11 , Butylene Glycol , Ascorbyl Glucoside , Peg-10 Dimethicone , Curcuma Longa (Turmeric) Root Extract , Morus Bombycis (Mulberry) Root Extract , Gentiana Lutea (Gentian) Root Extract , Cucumis Sativus (Cucumber) Fruit Extract , Scutellaria Baicalensis Root Extract , Hordeum Vulgare (Barley) Extract/Extrait D'Orge , Yeast Extract/Faex/Extrait De Levure , Citrus Grandis (Grapefruit) Peel Extract , Oryza Sativa (Rice) Bran Extract , Salicylic Acid , Caffeine , Hydrolyzed Rice Bran Extract , Sodium Pca , Resveratryl Ferulate , Molasses Extract/Saccharum Officinarum/Extrait De Melasse , Polysorbate 20 , Ammonium Acryloyldimethyltaurate/Vp Copolymer , Propylene Glycol Dicaprate , Sodium Hyaluronate , Sorbitan Sesquioleate , Helianthus Annuus (Sunflower) Seedcake , Xanthan Gum , Tocopheryl Acetate , Acetyl Glucosamine , Acrylamide/Sodium Acryloyldimethyltaurate Copolymer , Caprylyl Glycol , Hydrolyzed Prunus Domestica , Dimethoxytolyl Propylresorcinol , Caprylic/Capric Triglyceride , Isohexadecane , Glycyrrhetinic Acid , Di-C12-18 Alkyl Dimonium Chloride , Peg-6 , Polysorbate 80 , Polymethyl Methacrylate , Fragrance , Sodium Hydroxide , Sodium Sulfite , Sodium Metabisulfite , Tromethamine , Hexylene Glycol , Silica , Dimethicone Silylate , Disodium Edta , Bht , Phenoxyethanol , Titanium Dioxide (Ci 77891) , Mica",0,0,0,0,0
Cleanser,BEAUTYBIO,GloPRO® Prep Pads Clarifying Skin Cleansing Wipes with Peptides,35,4.0,"Water, Sorbitan Oleate Decyl-Glucoside Crosspolymer, Cocyl Arginine Amide, Myristoyl Tetrapeptide-13, Myristoyl, Hexapeptide-23, Glyceryl Caprylate, Syringa Vulgaris (Lilac) Extract, Pelargonium Graveolens Flower Essential Oil, Lavandula Angustifolia (Lavender) Essential Oil, Guar Hydroxypropyltrimonium Chloride, 1,2-Hexanediol, Maltodextrin, Cymbopogon Schoenanthus Essential Oil, Polysorbate 60, Caprylyl Glycol, Cedrus Atlantica Bark (Cedarwood) Essential Oil, Polysorbate 80, Simethicone, Citric Acid.",1,1,1,1,1
Moisturizer,NURSE JAMIE,Tech Neck Prevention Kit,69,5.0,"-Silicone Wrap: Creates a hydrating climate for intense moisture. -Epidermal Growth Factor: Increases cell renewal. -Plant Stem Cells: Assist in fighting free-radicals and sun damage. -Hyaluronic Acid: Moisturizes the skin and promotes enhanced volume. EGF Botanical Complex: Water, Ethyl Macadamiate, Octyldodecanol,Caprylic/Capric Triglyceride, Oleth-10 Phosphate, Cetyl Esters, Tribehenin PEG-20 Esters, Malus Domestica Fruit Cell Culture Extract, Dimethicone, Hydroxypropyl Cyclodextrin, Palmitoyl Tripeptide-38, Tribehenin, Glyceryl Stearate, Butyrospermum Parkii (Shea Butter), Sodium Polyacrylate, Hydrogenated Polydecene, Trideceth-10, Phospholipids, rH-Oligopeptide-1, Isomalt, Vitis Vinifera (Grape) Fruit Cell Extract, Algae Extract, Camellia Sinensis Leaf Extract, Tetrahexyldecyl Ascorbate, Panthenol, Sodium PCA, Sodium Hyaluronate, Xantham Gum, Glycerin, Lecithin, Allantoin, Dimethyl Lauramine Oleate, Ammonium Acryloyldimethyltaurate/VP Copolymer, Dimethicone PEG-8 Meadowfoamate, Cetearyl Ethylhexanoate, Propylene Glycol, Triethanolamine, Potassium Sorbate, Phenoxyethanol, Ethylhexylglycerin, Fragrance.",0,0,0,0,0
Sun protect,SKIN LAUNDRY,Daily Moisturizer Broad Spectrum SPF 35,25,4.1,"Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Anacyclus Pyrethrum Root Extract, Water, Arnica Montana Flower Extract, Butyloctyl Salicylate, C12-15 Alkyl Benzoate, Caprylyl Glycol, Carbomer, Cucumis Sativus (Cucumber) Fruit Extract, Cyclohexasiloxane, Cyclopentasiloxane, Disodium EDTA, Ethylhexylglycerin, Glycerin, Hexylene Glycol,Methyl Methacrylate/ Glycol Dimethacrylate Crosspolymer, Phenoxyethanol,Polysorbate 20, Sodium Hyaluronate, Sorbitan Oleate, Tocopheryl Acetate, Triethanolamine.",1,1,1,1,1
Treatment,PHILOSOPHY,Turbo Booster C Powder,39,4.5,"Ascorbic Acid, Panthenol, Zinc Pca, Copper Pca, Camellia Oleifera Leaf Juice, Dipotassium Glycyrrhizinate, Arginine, Cysteine, Aloe Barbadensis Leaf Juice.",0,0,0,0,0
Face Mask,DR. BRANDT SKINCARE,Hydro Biotic™ Recovery Sleeping Mask,52,4.6,"Water, Dimethicone, Propanediol, Glycerin, Sodium Chloride, Dimethicone Peg-10/15 Crosspolymer, Lactococcus Ferment Lysate, Hexyldecanol, Inulin, 1,2-Hexanediol, Sodium Benzoate, Yogurt Powder, Peg-10 Dimethicone, Butylene Glycol, Tamarindus Indica Seed Polysaccharide, Sodium Citrate, Caprylhydroxamic Acid, Tocopheryl Acetate, Lavandula Angustifolia (Lavender) Oil, Trisodium Ethylenediamine Disuccinate, Bisabolol, Cetylhydroxyproline Palmitamide, Stearic Acid, Honey, Brassica Campestris (Rapeseed) Sterols, Rosa Damascena Flower Oil, Camellia Sinensis Leaf Extract, Phenoxyethanol, Vitis Vinifera (Grape) Seed Extract, Boswellia Serrata Extract, Honey Extract, Sodium Copper Chlorophyllin, Aspalathus Linearis (Rooibos) Extract, Saccharomyces Polypeptides.",1,1,1,1,1
Face Mask,FOREO,Shimmer Freak Mask,19,1.0,-Rose Water -Caffeine-infused,1,1,1,1,1
Face Mask,ORIGINS,Mini Mask Musts,28,4.1,"-Charcoal: Acts like a magnet to draw out deep-dwelling pore-cloggers. -Apricot Kernel Oils: Quench compromised moisture reserves and help build a reservoir for tomorrow. -Willowherb: Fights dullness and discoloration, helping visibly restore radiance to skin. -Camphor: Rapidly soaks up oily-shine, sloughs off dead cells, and sweeps away debris. Clear Improvement™ Active Charcoal Mask to Clear Pores: Water, Myrtus Communis (Myrtle) Leaf Water, Kaolin, Bentonite, Butylene Glycol, Montmorillonite, Polysorbate 20, PEG-100 Stearate, Charcoal Powder, Xanthan Gum, Lecithin, PEG-150 Distearate, Propylene Glycol Stearate, Sorbitan Laurate, Glycerin, Propylene Glycol Laurate, Simethicone, Caprylyl Glycol, Ethylhexylglycerin, Hexylene Glycol, Trisodium EDTA, Dehydroacetic Acid, Phenoxyethanol. Drink Up™ Intensive Overnight Mask to Quench Skin’s Thirst: Water, Rosa Damascena (Rose) Flower Water, Myrtus Communis (Myrtle) Leaf Water, Citrus Aurantium Amara (Bitter Orange) Flower Water, Anthemis Nobilis (Chamomile) Flower Extract, Glycerin, Cetyl Alcohol, Glyceryl Polymethacrylate, Dimethicone, Peg-75, Peg-8, Glycereth-26, Sorbitan Stearate, Ribes Nigrum (Black Currant) Seed Oil*, Prunus Amygdalus Amara (Bitter Almond) Kernel Oil*, Cinnamomum Camphora (Camphor) Bark Oil*, Citrus Aurantium Dulcis (Orange) Peel Oil*, Prunus Armeniaca (Apricot) Kernel Oil*, Osmanthus Fragrans Flower Extract, Rosa Damascena Extract, Citrus Aurantium Amara (Bitter Orange) Flower Extract, Linalool, Limonene, Aloe Barbadensis Leaf Extract, Cladosiphon Okamuranus Extract, Oryza Sativa (Rice) Extract, Avena Sativa (Oat) Kernel Extract, Olea Europaea (Olive) Fruit Extract, Triticum Vulgare (Wheat) Bran Extract, Peg-100 Stearate, Sucrose**, Citrus Aurantium Dulcis (Orange) Peel Wax, Panthenol, Pantethine, Cetyl Ethylhexanoate, Mangifera Indica (Mango) Seed Butter, Prunus Armeniaca (Apricot) Kernel Oil, Persea Gratissima (Avocado) Oil, Butylene Glycol, Cetearyl Alcohol, Cocos Nucifera (Coconut) Oil, Phytosterols, Tocopheryl Acetate, Oryzanol, Bisabolol, Caprylyl Glycol, Potassium Hydroxide, Caffeine, Hexylene Glycol, Sodium Hyaluronate, Dextrin, Carbomer, Disodium Edta, Sodium Dehydroacetate, Phenoxyethanol. Original Skin™ Retexturizing Mask with Rose Clay: Water, Butylene Glycol, Kaolin, Montmorillonite, Polysorbate 20, Jojoba Esters, Peg-100 Stearate, Bentonite, Glycerin, Citrus Grandis (Grapefruit) Peel Oil*, Lavandula Angustifolia (Lavender) Oil*, Pelargonium Graveolens Flower Oil*, Amyris Balsamifera Bark Oil*, Salvia Sclarea (Clary) Oil*, Anthemis Nobilis Flower Oil*, Rosa Centifolia Flower Extract, Limonene, Linalool, Geraniol, Epilobium Angustifolium Flower\Leaf\Stem Extract, Castanea Sativa (Chestnut) Seed Extract, Albizia Julibrissin Bark Extract, Lecithin, Ethylhexylglycerin, Caprylyl Glycol, Propylene Glycol Laurate, Propylene Glycol Stearate, Peg-150 Distearate, Hypnea Musciformis (Algae) Extract, Gellidiela Acerosa (Algae) Extract, Simethicone, Sodium Hyaluronate, Sorbitan Laurate, Hexylene Glycol, Dehydroacetic Acid, Xanthan Gum, Trisodium Edta, Phenoxyethanol, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499). GinZing™ Peel-Off Mask to Refine & Refresh: Water, Alcohol Denat., Polyvinyl Alcohol, Zea Mays (Corn) Starch, Silica, Hexylene Glycol, Citrus Limon (Lemon) Peel Oil*, Citrus Grandis (Grapefruit) Peel Oil*, Mentha Viridis (Spearmint) Leaf Oil*, Citrus Aurantium Dulcis (Orange) Peel Oil*, Limonene, Linalool, Citral, Panax Ginseng (Ginseng) Root Extract, Pyrus Malus (Apple) Fruit Extract, Algae Extract, Camellia Sinensis (Green Tea) Leaf Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Peel Extract, Saccharum Officinarum (Sugar Cane) Extract/Extrait De Canne Sucre, Isoceteth-20, Caffeine, Xanthan Gum, Aminomethyl Propanol, Carbomer, Phenoxyethanol, Mica, Iron Oxides (Ci 77491), Titanium Dioxide (Ci 77891) * Essential Oil. Out of Trouble™ 10 Minute Mask: Water, Cetyl Esters, Zinc Oxide, Titanium Dioxide, Cetyl Alcohol, Cetearyl Alcohol, Glycerin, Glyceryl Stearate, Peg-100 Stearate, Camphor, Ceteareth-20, Salicylic Acid, Colloidal Sulfur, Butylene Glycol, Bentonite, Caprylyl Glycol, Hexylene Glycol, Phenoxyethanol. Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",1,1,1,1,0
Face Mask,ORIGINS,Out of Trouble™ 10 Minute Mask to Rescue Problem Skin,28,4.4,"Water, Cetyl Esters, Zinc Oxide, Titanium Dioxide, Cetyl Alcohol, Cetearyl Alcohol, Glycerin, Glyceryl Stearate, Peg-100 Stearate, Camphor, Ceteareth-20, Salicylic Acid, Colloidal Sulfur, Butylene Glycol, Bentonite, Caprylyl Glycol, Hexylene Glycol, Phenoxyethanol Please be aware that ingredient lists may change or vary from time to time.� Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",0,0,0,0,0
Sun protect,IT COSMETICS,Anti-Aging Armour™ Super Smart Skin-Perfecting Beauty Fluid SPF 50+,38,4.1,"Water, Cyclopentasiloxane, Butyloctyl Salicylate, C12-15 Alkyl Benzoate, Butylene Glycol Dicaprylate/Dicaprate, Silica, Glycerin, Cyclohexasiloxane, Caprylic/Capric Triglyceride, Hydrogenated Polydecene, Polymethyl Methacrylate, Caprylyl Methicone, Peg-9 Polydimethylsiloxyethyl Dimethicone, Aluminum Hydroxide, Cetyl Peg/Ppg-10/1 Dimethicone, Stearic Acid, Polyglyceryl-4 Isostearate, Hexyl Laurate, Triethoxycaprylylsilane, Magnesium Sulfate, Caprylyl Glycol, Phenoxyethanol, Ethylhexylglycerin, Quaternium-18 Bentonite, Sorbitan Sesquioleate, Pueraria Lobata Root Extract, 1,2-Hexanediol, Disodium Edta, Butylene Glycol, Citrus Grandis (Grapefruit) Peel Oil, Vitis Vinifera (Grape) Seed Oil, Persea Gratissima (Avocado) Oil, Punica Granatum Seed Oil, Cholesterol, Niacinamide, Hydrolyzed Hyaluronic Acid, Colloidal Oatmeal, Anthemis Nobilis Flower Water, Lactobacillus/Honeysuckle Flower/Licorice Root/Morus Alba Root/Pueraria Lobata Root/Schizandra Chinensis Fruit/Scutellaria Baicalensis Root/Sophora Japonica Flower Extract Ferment Filtrate, Perfluorohexane, Olea Europaea (Olive) Leaf Extract, Aloe Barbadensis Leaf Extract, Camellia Sinensis Leaf Extract, Chrysanthemum Indicum Flower Extract, Magnolia Kobus Bark Extract, Glycine Soja (Soybean) Sprout Extract, Cinnamomum Cassia Bark Extract, Artemisia Princeps Leaf Extract, Diospyros Kaki Leaf Extract, Morus Alba Fruit Extract, Perfluorodecalin, Pentafluoropropane, Curcuma Longa (Turmeric) Root Extract, Steareth-20, Hydrolyzed Silk, Citric Acid, Potassium Sorbate, Sodium Benzoate, N-Hydroxysuccinimide, Hydrolyzed Collagen, Caprylhydroxamic Acid, Carnitine Hcl, Folic Acid, Niacin, Ascorbic Acid, Biotin, Thiamine Hcl, Retinyl Palmitate, Riboflavin, Pantothenic Acid, Tocopherol, Chrysin, Palmitoyl Oligopeptide, Palmitoyl Tetrapeptide-7, Chlorhexidine Digluconate. [+/-: Iron Oxides (Ci 77491, Ci 77492, Ci 77499)].",1,1,1,1,1
Moisturizer,DRUNK ELEPHANT,Virgin Marula Luxury Facial Oil,72,4.4,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil.,1,1,1,1,0
Treatment,ALGENIST,ELEVATE Advanced Lift Contouring Cream,96,4.3,"Water, Dimethicone, Dimethicone Crosspolymer, Butylene Glycol, Glycerin, Caprylic/Capric Triglyceride, Pentylene Glycol, Parachlorella Beijerinckii Exopolysaccharides, Dunaliella Salina Extract, Plankton Extract, Trifluoroacetyl Tripeptide-2, Hydrolyzed Wheat Protein, Tetradecyl Aminobutyroylvalylaminobutyric Urea Trifluoroacetate, Palmitoyl Tripeptide-5, Sodium Hyaluronate, Gold, Arginine/Lysine Polypeptide, Hydrolyzed Rice Protein, Hydrolyzed Oat Protein, Potassium Palmitoyl Hydrolyzed Oat Protein, Avena Sativa (Oat) Kernel Extract, Silica, Acetyl Hydroxyproline, Biosaccharide Gum-1, Tocopherol, Sodium Ascorbate, Ethylhexylglycerin, Citric Acid, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Squalane, Sodium Polyacrylate Starch, Dimethicone/PEG-10/15 Crosspolymer, Polysorbate 60, Adenosine, Sorbitan Isostearate, Lecithin, Panthenol, Magnesium Chloride, Dextran, Pantolactone, Titanium Dioxide, Caprylyl Glycol, Chlorphenesin, Sodium Benzoate, Potassium Sorbate, Phenoxyethanol, Fragrance, Citronellol, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Limonene, Linalool.",1,1,1,1,1
Treatment,DR. DENNIS GROSS SKINCARE,Alpha Beta® Medi–Spa Peel,64,4.5,Visit the Dr. Dennis Gross Skincare boutique,1,1,1,1,0
Eye cream,EDIBLE BEAUTY,Gold Rush Eye Balm,61,4.5,"Water, Organic Cocos Nucifera (Coconut) Oil, Cetearyl Olivate, Organic Passiflora Incarnata Flower Extract, Verbena Officinalis Extract, Sorbiton Olivate, Coffea Arabica (Coffee) Extract, Tilia Cordata (Linden) Flower Extract, Glycerin, Vaccinium Corymbosum (Blueberry) Oil, Organic Centella Asiatica (Gotu Kola) Extract, Organic Equisetum Arvense Horsetail) Extract, Sodium Levulinate, Sodium Anisate, Cucumis Sativus (Cucumber) Extract, Sclerotium Gum, Gold Leaf (Edible), Glyceryl Caprylate.",1,1,1,1,1
Cleanser,KATE SOMERVILLE,EradiKate® Daily Cleanser Acne Treatment,38,4.3,"Water, Sodium Cocoyl Isethionate, Coco-Glucoside, Acrylates Copolymer, Coconut Alcohol, Glycereth-18 Ethylhexanoate, Glycereth-18, Stearyl Alcohol, Honey Extract, Oryza Sativa (Rice) Bran Extract, Avena Sativa (Oat) Kernel Extract, Oligopeptide-10, Boswellia Serrata Extract, Behenyl Alcohol, Glycerin, Xanthan Gum, Caprylyl Glycol, Hexylene Glycol, Butylene Glycol, Phenoxyethanol, Fragrance, Citric Acid, Sodium Hydroxide, Ethylhexylglycerin, Disodium EDTA, Disodium Carboxyethyl Siliconate, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491).",1,0,1,1,0
Treatment,ALGENIST,Targeted Deep Wrinkle Minimizer,45,3.6,"Water, Polysilicone-11, Cyclopentasiloxane, Isononyl Isononanoate, Dimethicone, Glycerin, Polyacrylamide, Algae Exopolysaccharides, Hydrolyzed Soy Protein, Palmitoyl Oligopeptide, Palmitoyl Tetrapeptide-7, Niacinamide, Sodium Ascorbyl Phosphate, Tocopheryl Acetate, Echinacea Purpurea Extract, Caprylyl Glycol, Butylene Glycol, Sodium Lactate, Laureth-7, C13-14 Isoparaffin, Pentylene Glycol, Laureth-12, Carbomer, Polysorbate 20, Isononanoic Acid, Hexylene Glycol, Phenoxyethanol, Ethylhexylglycerin.",0,0,0,0,0
Face Mask,OLEHENRIKSEN,Hygge HydraClay™ Detox Mask,32,4.2,"Water, Kaolin, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Glycerin, Cetyl Alcohol, Caprylic/Capric Triglyceride, Helianthus Annuus (Sunflower) Seed Oil, Glyceryl Stearate SE, Magnesium Aluminum Silicate, Titanium Dioxide (CI 77891), Ceteareth-20, Dimethicone, Phenoxyethanol, Bisabolol, Tocopheryl Acetate, Sodium Benzoate, Parfum/Fragrance, Caprylyl Glycol, Algae Extract, Allantoin, Borago Officinalis Seed Oil, Chamomilla Recutita (Matricaria) Flower Extract, Ethylhexylglycerin, Hexylene Glycol, Potassium Sorbate, Simmondsia Chinensis (Jojoba) Seed Oil, Vitis Vinifera (Grape) Seed Oil, Oenothera Biennis (Evening Primrose) Seed Extract, Aloe Barbadensis Leaf Extract, Tocopherol, Ascorbyl Palmitate, Hydroxycitronellal, Linalool.",1,1,1,1,1
Cleanser,OLEHENRIKSEN,Transforming Walnut Scrub,28,4.7,"Water, Cocamidopropyl Hydroxysultaine, Juglans Regia (Walnut) Shell Powder, Glyceryl Stearate SE, Sodium Lauroyl Sarcosinate, Prunus Armenaica (Apricot) Seed Powder, Cetyl Alcohol, Sorbitol, Acrylates Copolymer, Parfum/Fragrance, Benzyl Alcohol, Sodium Chloride, Phenoxyethanol, Chlorphenesin, Caprylyl Glycol, Glycerin, Sodium Benzoate, Glycol Distearate, Cocomidopropyl Betaine, Hexylene Glycol, Ethylhexylglycerin, Potassium Hydroxide, Tetrasodium EDTA, Laureth-4, Panax Ginseng Root Extract, Chamomilla Recutita (Chamomile) Flower Extract, Calendula Officinalis (Calendula) Flower Extract, Tocopheryl Acetate, Lecithin, Allantoin, Aloe Barbadensis Leaf Juice Powder, Citric Acid, Linalool, Hexyl Cinnamal, Limonene.",1,1,1,1,1
Face Mask,PHILOSOPHY,Renewed Hope in A Jar Moisture Mask,37,4.8,Visit the philosophy boutique,1,1,1,1,1
Eye cream,BOBBI BROWN,Extra Eye Repair Cream,77,4.2,"Water, Petrolatum, Dimethicone, Butyrospermum Parkii (Shea Butter), Glycerin, Ceresin, Phenyl Trimethicone, Acetyl Glucosamine, Pentylene Glycol, Lauryl Peg-9 Polydimethylsiloxyethyl Dimethicone, Lanolin Alcohol, Camellia Sinensis (Green Tea) Leaf Extract, Olea Europaea (Olive) Fruit Extract, Triticum Vulgare (Wheat Bran) Extract, Scutellaria Baicalensis Root Extract, Ascophyllum Nodosum Extract, Asparagopsis Armata Extract, Pyrus Malus (Apple) Fruit Extract, Morus Bombycis (Mulberry) Root Extract, Salvia Sclarea (Clary) Extract, Oenothera Biennis (Evening Primrose) Oil, Limnanthes Alba (Meadowfoam) Seed Oil, Vitis Vinifera (Grape) Seed Oil, Tocopheryl Acetate, Caffeine, Sucrose, Silica, Cholesterol, Sorbitol, Di-C12-15 Alkyl Fumarate, Peg-30 Dipolyhydroxystearate, Behenyl Alcohol, Hydroxystearic Acid, Micrococcus Lysate, Peg-8 Distearate, Acetyl Hexapeptide-8, Trehalose, Linoleic Acid, Butylene Glycol, Sodium Hyaluronate, Lecithin, Potassium Stearate, Potassium Palmitate, Fragrance, Sodium Chloride, Trisodium Edta, Limonene, Benzyl Salicylate, Chlorphenesin, Phenoxyethanol",1,1,1,1,1
